"","Provincias","Year","Mes","dia","fecha","Población","Unidades","Euros","precio","UdesxCapita"
"4609","Álava","2013","1","15",2013-01-15,274334,1382405,5813970,4.20569225371725,5.03913113212362
"4610","Albacete","2013","1","15",2013-01-15,335989,1892888,7992933,4.22261274835067,5.63377967731086
"4611","Alicante/Alacant","2013","1","15",2013-01-15,1563199,8977432,37857366,4.21694823196656,5.74298729720272
"4612","Almería","2013","1","15",2013-01-15,559644,3348977,14261581,4.25848878627712,5.98412026216666
"4613","Asturias","2013","1","15",2013-01-15,965584,5599705,23544535,4.2046027424659,5.79929348456478
"4614","Ávila","2013","1","15",2013-01-15,150583,739817,3124434,4.2232525070389,4.91301806976883
"4615","Badajoz","2013","1","15",2013-01-15,582075,3204705,13486277,4.20827408451012,5.50565648756604
"4616","Balears (Illes)","2013","1","15",2013-01-15,931747,5121787,21762163,4.24893948147395,5.49697181745688
"4617","Barcelona","2013","1","15",2013-01-15,4600554,24121494,102298924,4.24098623410308,5.24317158324845
"4618","Burgos","2013","1","15",2013-01-15,325238,1937833,8118558,4.18950342986212,5.95819984134695
"4619","Cáceres","2013","1","15",2013-01-15,357283,1889682,7963131,4.2140058486031,5.2890341829866
"4620","Cádiz","2013","1","15",2013-01-15,1014953,3043104,12824958,4.21443302627843,2.99827085589185
"4621","Cantabria","2013","1","15",2013-01-15,514001,2804718,11860034,4.22860123548963,5.45663918941792
"4622","Castellón/Castelló","2013","1","15",2013-01-15,489701,2486790,10408814,4.18564253515576,5.07818035903541
"4623","Ciudad Real","2013","1","15",2013-01-15,442768,2285962,9646367,4.21982823861464,5.1628889169949
"4624","Córdoba","2013","1","15",2013-01-15,671509,3013316,12742068,4.22858671310941,4.48737991598028
"4625","Coruña (A)","2013","1","15",2013-01-15,1010466,5120014,21573092,4.21348301000739,5.06698295637854
"4626","Cuenca","2013","1","15",2013-01-15,184864,1011700,4272663,4.22325096372442,5.47267180197334
"4627","Girona","2013","1","15",2013-01-15,620508,5950016,25082398,4.21551773978423,9.58894325294759
"4628","Granada","2013","1","15",2013-01-15,762601,4136936,17553914,4.24321623539741,5.42477127619817
"4629","Guadalajara","2013","1","15",2013-01-15,212662,1070213,4518573,4.22212494148361,5.03245995993642
"4630","Guipúzcoa","2013","1","15",2013-01-15,606684,4614627,19487595,4.22300545634566,7.6063106988152
"4631","Huelva","2013","1","15",2013-01-15,430053,2299175,9659071,4.20110300433851,5.34625964706676
"4632","Huesca","2013","1","15",2013-01-15,197153,1226375,5188976,4.2311495260422,6.22042271738193
"4633","Jaén","2013","1","15",2013-01-15,553160,2959486,12457883,4.20947522644135,5.35014462361704
"4634","León","2013","1","15",2013-01-15,446293,2303515,9718215,4.21886334579979,5.1614410264109
"4635","Lleida","2013","1","15",2013-01-15,370089,2572678,10839236,4.21321129189117,6.95151166341069
"4636","Lugo","2013","1","15",2013-01-15,321565,1524584,6428243,4.21639148777634,4.74113787259186
"4637","Madrid","2013","1","15",2013-01-15,5364728,28493632,120500957,4.2290486870891,5.31129108502798
"4638","Málaga","2013","1","15",2013-01-15,1331318,5699952,24147857,4.23650181615564,4.28143538959137
"4639","Murcia","2013","1","15",2013-01-15,1183571,7333985,31109962,4.24189059563116,6.1964892684934
"4640","Navarra","2013","1","15",2013-01-15,538644,3987875,16791707,4.21069040529104,7.40354482738135
"4641","Ourense","2013","1","15",2013-01-15,302974,1568872,6606230,4.21081515891673,5.17823971693941
"4642","Palencia","2013","1","15",2013-01-15,152741,848614,3556509,4.19096196857464,5.55590182072921
"4643","Pontevedra","2013","1","15",2013-01-15,828978,3689096,15538123,4.21190530146139,4.45017358723633
"4644","Rioja (La)","2013","1","15",2013-01-15,271518,1598483,6720573,4.20434436900486,5.88720821455668
"4645","Salamanca","2013","1","15",2013-01-15,312107,1637274,6861877,4.19103766382414,5.24587401115643
"4646","Segovia","2013","1","15",2013-01-15,140696,673382,2851970,4.23529289467197,4.78607778472736
"4647","Sevilla","2013","1","15",2013-01-15,1575712,6185483,26090262,4.2179829772388,3.92551621108426
"4648","Soria","2013","1","15",2013-01-15,84113,408730,1731291,4.23578156729381,4.8592964226695
"4649","Tarragona","2013","1","15",2013-01-15,665232,3668885,15448306,4.21062693434109,5.51519620222719
"4650","Teruel","2013","1","15",2013-01-15,124947,616199,2603337,4.22483158849657,4.93168303360625
"4651","Toledo","2013","1","15",2013-01-15,581294,3104443,13055517,4.2054297663059,5.34057292867293
"4652","Valencia/València","2013","1","15",2013-01-15,2132107,11946429,49991263,4.18461977215116,5.60310950623022
"4653","Valladolid","2013","1","15",2013-01-15,462841,2473038,10356213,4.18764814774379,5.34316968462172
"4654","Vizcaya","2013","1","15",2013-01-15,999538,5212879,22106582,4.24076254215761,5.21528846327003
"4655","Zamora","2013","1","15",2013-01-15,175544,886906,3737215,4.21376673514442,5.05232876088046
"4656","Zaragoza","2013","1","15",2013-01-15,835738,4824186,20158584,4.17864982817827,5.77236645934491
"4657","Álava","2013","2","15",2013-02-15,274334,997075,4239029,4.25146453376125,3.63452944221278
"4658","Albacete","2013","2","15",2013-02-15,335989,1417429,5992921,4.2280220032185,4.21867680191911
"4659","Alicante/Alacant","2013","2","15",2013-02-15,1563199,7429656,31373538,4.22274436393825,4.75285360341198
"4660","Almería","2013","2","15",2013-02-15,559644,2621615,11194892,4.27022732170818,4.68443331832379
"4661","Asturias","2013","2","15",2013-02-15,965584,4163235,17635763,4.23607194885708,4.31162384629406
"4662","Ávila","2013","2","15",2013-02-15,150583,575974,2445607,4.24603714751013,3.82496032088616
"4663","Badajoz","2013","2","15",2013-02-15,582075,2743718,11549077,4.20927988955133,4.71368466262939
"4664","Balears (Illes)","2013","2","15",2013-02-15,931747,4099628,17556692,4.28250855931319,4.3999368927402
"4665","Barcelona","2013","2","15",2013-02-15,4600554,18966380,80910003,4.2659697317042,4.1226295789594
"4666","Burgos","2013","2","15",2013-02-15,325238,1180141,4978054,4.21818579305354,3.62854586487434
"4667","Cáceres","2013","2","15",2013-02-15,357283,1667345,7024113,4.21275320944376,4.66673477327497
"4668","Cádiz","2013","2","15",2013-02-15,1014953,2535068,10718810,4.22821399662652,2.49771959883857
"4669","Cantabria","2013","2","15",2013-02-15,514001,2230094,9492509,4.25655106914776,4.33869583911315
"4670","Castellón/Castelló","2013","2","15",2013-02-15,489701,1965906,8266445,4.20490348979046,4.01450272717434
"4671","Ciudad Real","2013","2","15",2013-02-15,442768,2010602,8504915,4.23003408929266,4.54098308820872
"4672","Córdoba","2013","2","15",2013-02-15,671509,2293259,9689133,4.22504959099692,3.41508304430767
"4673","Coruña (A)","2013","2","15",2013-02-15,1010466,4194211,17761995,4.2348835096756,4.15076905111107
"4674","Cuenca","2013","2","15",2013-02-15,184864,730011,3102072,4.24934966733378,3.9489083867059
"4675","Girona","2013","2","15",2013-02-15,620508,5777983,24424794,4.22721804477445,9.31169783467739
"4676","Granada","2013","2","15",2013-02-15,762601,3342299,14215322,4.2531568839293,4.38276241442117
"4677","Guadalajara","2013","2","15",2013-02-15,212662,940517,3986079,4.23817857625115,4.42259077785406
"4678","Guipúzcoa","2013","2","15",2013-02-15,606684,3666752,15559943,4.24352205985024,6.04392401975328
"4679","Huelva","2013","2","15",2013-02-15,430053,1779845,7509191,4.21901401526537,4.13866430416716
"4680","Huesca","2013","2","15",2013-02-15,197153,970448,4126457,4.25211551778148,4.92230906960584
"4681","Jaén","2013","2","15",2013-02-15,553160,2347983,9903896,4.21804416812217,4.24467242750741
"4682","León","2013","2","15",2013-02-15,446293,1787909,7591545,4.246046638839,4.00613274239121
"4683","Lleida","2013","2","15",2013-02-15,370089,2163205,9090582,4.20236732071163,5.84509401792542
"4684","Lugo","2013","2","15",2013-02-15,321565,1168643,4951562,4.23701849067679,3.63423569107334
"4685","Madrid","2013","2","15",2013-02-15,5364728,24039315,102166554,4.24997775518978,4.48099419019939
"4686","Málaga","2013","2","15",2013-02-15,1331318,4615859,19674011,4.26226429360169,3.46713482428691
"4687","Murcia","2013","2","15",2013-02-15,1183571,5789190,24659912,4.25964806820989,4.89129084778184
"4688","Navarra","2013","2","15",2013-02-15,538644,3469158,14579802,4.20269183473339,6.44053957716043
"4689","Ourense","2013","2","15",2013-02-15,302974,1102411,4677383,4.24286677110443,3.6386323578921
"4690","Palencia","2013","2","15",2013-02-15,152741,602414,2551607,4.23563695398845,3.94402288841896
"4691","Pontevedra","2013","2","15",2013-02-15,828978,3111812,13162365,4.2298072634208,3.75379322491067
"4692","Rioja (La)","2013","2","15",2013-02-15,271518,1061502,4495676,4.23520257145064,3.90950876185004
"4693","Salamanca","2013","2","15",2013-02-15,312107,1087727,4605680,4.23422421250921,3.48510927342226
"4694","Segovia","2013","2","15",2013-02-15,140696,537416,2281698,4.24568304628072,3.81969636663445
"4695","Sevilla","2013","2","15",2013-02-15,1575712,4769017,20229707,4.24190289109894,3.02657909567231
"4696","Soria","2013","2","15",2013-02-15,84113,288881,1234323,4.27277321803788,3.43443938511288
"4697","Tarragona","2013","2","15",2013-02-15,665232,2618457,11126502,4.24925901017278,3.9361561079443
"4698","Teruel","2013","2","15",2013-02-15,124947,484729,2072003,4.27455959928125,3.87947689820484
"4699","Toledo","2013","2","15",2013-02-15,581294,2628834,11082296,4.21566976081411,4.52238282177349
"4700","Valencia/València","2013","2","15",2013-02-15,2132107,9867609,41367726,4.1922745418875,4.62810215434779
"4701","Valladolid","2013","2","15",2013-02-15,462841,1749442,7394831,4.22696551243196,3.77979046800089
"4702","Vizcaya","2013","2","15",2013-02-15,999538,4268367,18243220,4.27405141123057,4.27033989703243
"4703","Zamora","2013","2","15",2013-02-15,175544,613615,2612457,4.25748555690457,3.49550540035547
"4704","Zaragoza","2013","2","15",2013-02-15,835738,3662865,15447279,4.21726681163515,4.38279101823777
"4705","Álava","2013","3","15",2013-03-15,274334,1006504,4305357,4.27753590646436,3.66889995407059
"4706","Albacete","2013","3","15",2013-03-15,335989,1678784,7121335,4.24196025218253,4.99654452973163
"4707","Alicante/Alacant","2013","3","15",2013-03-15,1563199,9480914,40165661,4.236475618279,6.06507168952897
"4708","Almería","2013","3","15",2013-03-15,559644,3067251,13128657,4.28026822715194,5.48071809936317
"4709","Asturias","2013","3","15",2013-03-15,965584,4506020,19137098,4.24700689300092,4.66662662181643
"4710","Ávila","2013","3","15",2013-03-15,150583,690445,2937874,4.25504421061779,4.58514573358214
"4711","Badajoz","2013","3","15",2013-03-15,582075,2938294,12376646,4.21218775248495,5.04796460937164
"4712","Balears (Illes)","2013","3","15",2013-03-15,931747,4637585,19933013,4.29814504747622,4.97730070501971
"4713","Barcelona","2013","3","15",2013-03-15,4600554,20985959,89725736,4.27551278452417,4.56161562281412
"4714","Burgos","2013","3","15",2013-03-15,325238,1327280,5642870,4.25145410162136,4.08094995049779
"4715","Cáceres","2013","3","15",2013-03-15,357283,1814907,7671170,4.22675652251052,5.07974630754892
"4716","Cádiz","2013","3","15",2013-03-15,1014953,2667581,11287641,4.23141452874346,2.62828032431058
"4717","Cantabria","2013","3","15",2013-03-15,514001,2477734,10596442,4.27666650253821,4.82048478504906
"4718","Castellón/Castelló","2013","3","15",2013-03-15,489701,2556515,10777388,4.21565607868524,5.22056315996904
"4719","Ciudad Real","2013","3","15",2013-03-15,442768,2178430,9219193,4.23203545672801,4.92002583745889
"4720","Córdoba","2013","3","15",2013-03-15,671509,2815062,11923992,4.23578308399602,4.19214336665629
"4721","Coruña (A)","2013","3","15",2013-03-15,1010466,4084376,17331599,4.24338968792295,4.04207167781994
"4722","Cuenca","2013","3","15",2013-03-15,184864,914541,3890986,4.25457797955477,4.94710165310715
"4723","Girona","2013","3","15",2013-03-15,620508,7018997,29781394,4.24297004258586,11.3116946115119
"4724","Granada","2013","3","15",2013-03-15,762601,3759140,16004228,4.2574173880196,4.92936673306224
"4725","Guadalajara","2013","3","15",2013-03-15,212662,938084,3985147,4.24817713552304,4.41115008793296
"4726","Guipúzcoa","2013","3","15",2013-03-15,606684,4377680,18638486,4.25761727673105,7.21574987967377
"4727","Huelva","2013","3","15",2013-03-15,430053,2093192,8843597,4.22493349869482,4.86728845049331
"4728","Huesca","2013","3","15",2013-03-15,197153,1168078,4974440,4.25865395975269,5.92472851034476
"4729","Jaén","2013","3","15",2013-03-15,553160,2726702,11522627,4.22584756236655,4.92931882276376
"4730","León","2013","3","15",2013-03-15,446293,1910890,8132331,4.25578186080831,4.28169386479286
"4731","Lleida","2013","3","15",2013-03-15,370089,2733539,11526139,4.21656285130741,7.38616657074379
"4732","Lugo","2013","3","15",2013-03-15,321565,1238112,5267422,4.25439863275697,3.85026977438465
"4733","Madrid","2013","3","15",2013-03-15,5364728,24098143,102619983,4.25841870886068,4.49195989060396
"4734","Málaga","2013","3","15",2013-03-15,1331318,5507254,23490384,4.26535329585307,4.13669311163824
"4735","Murcia","2013","3","15",2013-03-15,1183571,6615741,28208316,4.26381806663834,5.58964438973243
"4736","Navarra","2013","3","15",2013-03-15,538644,3628527,15354973,4.23173728623213,6.73641031924611
"4737","Ourense","2013","3","15",2013-03-15,302974,1125253,4784755,4.25215929217696,3.71402496583865
"4738","Palencia","2013","3","15",2013-03-15,152741,627195,2669383,4.25606549797113,4.10626485357566
"4739","Pontevedra","2013","3","15",2013-03-15,828978,3112718,13182212,4.23495221860766,3.75488613690593
"4740","Rioja (La)","2013","3","15",2013-03-15,271518,1235916,5259435,4.25549551911295,4.55187501381124
"4741","Salamanca","2013","3","15",2013-03-15,312107,1210259,5151382,4.25642940891165,3.87770540231395
"4742","Segovia","2013","3","15",2013-03-15,140696,560010,2393205,4.27350404457063,3.98028373230227
"4743","Sevilla","2013","3","15",2013-03-15,1575712,5440896,23083488,4.24258945585433,3.45297617838793
"4744","Soria","2013","3","15",2013-03-15,84113,348826,1494335,4.28389798925539,4.14711162364914
"4745","Tarragona","2013","3","15",2013-03-15,665232,3325046,14177779,4.26393469443731,4.99832539625274
"4746","Teruel","2013","3","15",2013-03-15,124947,544362,2327535,4.27571175063652,4.35674325914188
"4747","Toledo","2013","3","15",2013-03-15,581294,2703353,11438328,4.23116329979844,4.65057784873059
"4748","Valencia/València","2013","3","15",2013-03-15,2132107,11601365,48763749,4.20327685578378,5.44126772249235
"4749","Valladolid","2013","3","15",2013-03-15,462841,1817561,7722939,4.24906729402755,3.9269662799968
"4750","Vizcaya","2013","3","15",2013-03-15,999538,4244640,18205313,4.28901226016812,4.2466019300917
"4751","Zamora","2013","3","15",2013-03-15,175544,707596,3016870,4.2635486916263,4.03087545002962
"4752","Zaragoza","2013","3","15",2013-03-15,835738,3834959,16213563,4.22783216196053,4.58870961952191
"4753","Álava","2013","4","15",2013-04-15,274334,1320816,5669922,4.2927417596395,4.81462742496373
"4754","Albacete","2013","4","15",2013-04-15,335989,1721949,7309554,4.24493059898987,5.12501599754754
"4755","Alicante/Alacant","2013","4","15",2013-04-15,1563199,9535035,40453710,4.24263885764447,6.09969364105274
"4756","Almería","2013","4","15",2013-04-15,559644,3305837,14174962,4.28785871777707,5.90703554402442
"4757","Asturias","2013","4","15",2013-04-15,965584,5075809,21625306,4.26046488352891,5.25672442791098
"4758","Ávila","2013","4","15",2013-04-15,150583,733651,3123477,4.25744257146791,4.8720705524528
"4759","Badajoz","2013","4","15",2013-04-15,582075,3236650,13662035,4.22104181792903,5.560537731392
"4760","Balears (Illes)","2013","4","15",2013-04-15,931747,6437172,27669727,4.29842903063643,6.90871234358683
"4761","Barcelona","2013","4","15",2013-04-15,4600554,21458866,92046950,4.2894601233821,4.66440911246776
"4762","Burgos","2013","4","15",2013-04-15,325238,1449549,6197049,4.27515661767902,4.45688695662868
"4763","Cáceres","2013","4","15",2013-04-15,357283,1971685,8346488,4.23317517757654,5.51855251999116
"4764","Cádiz","2013","4","15",2013-04-15,1014953,2791470,11834656,4.23957843000283,2.75034410460386
"4765","Cantabria","2013","4","15",2013-04-15,514001,2753905,11787299,4.28021264350077,5.35778140509454
"4766","Castellón/Castelló","2013","4","15",2013-04-15,489701,2331420,9854991,4.22703373909463,4.76090512373877
"4767","Ciudad Real","2013","4","15",2013-04-15,442768,2338875,9927310,4.24448078670301,5.28239393994146
"4768","Córdoba","2013","4","15",2013-04-15,671509,2742236,11644489,4.2463482355275,4.08369210241412
"4769","Coruña (A)","2013","4","15",2013-04-15,1010466,4959650,21082396,4.25078301896303,4.90827994212571
"4770","Cuenca","2013","4","15",2013-04-15,184864,921082,3927625,4.26414260619576,4.98248442097975
"4771","Girona","2013","4","15",2013-04-15,620508,8026100,34076182,4.24567124755485,12.9347244515784
